"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"H02.1"	"H02.1 Ectropion of eyelid"	3577	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.2"	"H02.2 Lagophthalmos"	3578	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.3"	"H02.3 Blepharochalasis"	3579	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.4"	"H02.4 Ptosis of eyelid"	3580	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.5"	"H02.5 Other disorders affecting eyelid function"	3581	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.6"	"H02.6 Xanthelasma of eyelid"	3582	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.7"	"H02.7 Other degenerative disorders of eyelid and periocular area"	3583	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.8"	"H02.8 Other specified disorders of eyelid"	3584	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.9"	"H02.9 Disorder of eyelid, unspecified"	3585	3575	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H03.8"	"H03.8 Involvement of eyelid in other diseases classified elsewhere"	3589	3586	"Y"	"374"	"Other disorders of eyelids"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H02.0"	"H02.0 Entropion and trichiasis of eyelid"	3576	3575	"Y"	"374.1"	"Ectropion or entropion"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H02.1"	"H02.1 Ectropion of eyelid"	3577	3575	"Y"	"374.1"	"Ectropion or entropion"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H02.2"	"H02.2 Lagophthalmos"	3578	3575	"Y"	"374.2"	"Lagophthalmos"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H02.3"	"H02.3 Blepharochalasis"	3579	3575	"Y"	"374.3"	"Ptosis of eyelid"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H02.4"	"H02.4 Ptosis of eyelid"	3580	3575	"Y"	"374.3"	"Ptosis of eyelid"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H04"	"H04 Disorders of lachrymal system"	3590	98	"N"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.0"	"H04.0 Dacryoadenitis"	3591	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.1"	"H04.1 Other disorders of lachrymal gland"	3592	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.2"	"H04.2 Epiphora"	3593	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.3"	"H04.3 Acute and unspecified inflammation of lachrymal passages"	3594	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.4"	"H04.4 Chronic inflammation of lachrymal passages"	3595	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.5"	"H04.5 Stenosis and insufficiency of lachrymal passages"	3596	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.6"	"H04.6 Other changes in lachrymal passages"	3597	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.8"	"H04.8 Other disorders of lachrymal system"	3598	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.9"	"H04.9 Disorder of lachrymal system, unspecified"	3599	3590	"Y"	"375"	"Disorders of lacrimal system"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H04.2"	"H04.2 Epiphora"	3593	3590	"Y"	"375.2"	"Epiphora"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05"	"H05 Disorders of orbit"	3600	98	"N"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.0"	"H05.0 Acute inflammation of orbit"	3601	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.1"	"H05.1 Chronic inflammatory disorders of orbit"	3602	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.2"	"H05.2 Exophthalmic conditions"	3603	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.3"	"H05.3 Deformity of orbit"	3604	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.4"	"H05.4 Enophthalmos"	3605	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.5"	"H05.5 Retained (old) foreign body following penetrating wound of orbit"	3606	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.8"	"H05.8 Other disorders of orbit"	3607	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H05.9"	"H05.9 Disorder of orbit, unspecified"	3608	3600	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"Q75.2"	"Q75.2 Hypertelorism"	12079	12076	"Y"	"376"	"Disorders of the orbit"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H46"	"H46 Optic neuritis"	3794	105	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H47.0"	"H47.0 Disorders of optic nerve, not elsewhere classified"	3796	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H47.1"	"H47.1 Papilloedema, unspecified"	3797	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.2"	"H47.2 Optic atrophy"	3798	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H47.3"	"H47.3 Other disorders of optic disk"	3799	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.4"	"H47.4 Disorders of optic chiasm"	3800	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.5"	"H47.5 Disorders of other visual pathways"	3801	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.6"	"H47.6 Disorders of visual cortex"	3802	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.7"	"H47.7 Disorder of visual pathways, unspecified"	3803	3795	"Y"	"377"	"Disorders of optic nerve and visual pathways"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H47.2"	"H47.2 Optic atrophy"	3798	3795	"Y"	"377.1"	"Optic atrophy"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H46"	"H46 Optic neuritis"	3794	105	"Y"	"377.3"	"Optic neuritis/neuropathy"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H47.0"	"H47.0 Disorders of optic nerve, not elsewhere classified"	3796	3795	"Y"	"377.3"	"Optic neuritis/neuropathy"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49"	"H49 Paralytic strabismus"	3808	106	"N"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.0"	"H49.0 Third [oculomotor] nerve palsy"	3809	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.1"	"H49.1 Fourth [trochlear] nerve palsy"	3810	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.2"	"H49.2 Sixth [abducent] nerve palsy"	3811	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.3"	"H49.3 Total (external) ophthalmoplegia"	3812	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.4"	"H49.4 Progressive external ophthalmoplegia"	3813	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H49.8"	"H49.8 Other paralytic strabismus"	3814	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H49.9"	"H49.9 Paralytic strabismus, unspecified"	3815	3808	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.0"	"H50.0 Convergent concomitant strabismus"	3817	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.1"	"H50.1 Divergent concomitant strabismus"	3818	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.2"	"H50.2 Vertical strabismus"	3819	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.3"	"H50.3 Intermittent heterotropia"	3820	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.4"	"H50.4 Other and unspecified heterotropia"	3821	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.5"	"H50.5 Heterophoria"	3822	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.6"	"H50.6 Mechanical strabismus"	3823	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.8"	"H50.8 Other specified strabismus"	3824	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H50.9"	"H50.9 Strabismus, unspecified"	3825	3816	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H51"	"H51 Other disorders of binocular movement"	3826	106	"N"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H51.0"	"H51.0 Palsy of conjugate gaze"	3827	3826	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H51.1"	"H51.1 Convergence insufficiency and excess"	3828	3826	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H51.2"	"H51.2 Internuclear ophthalmoplegia"	3829	3826	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H51.8"	"H51.8 Other specified disorders of binocular movement"	3830	3826	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H51.9"	"H51.9 Disorder of binocular movement, unspecified"	3831	3826	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H55"	"H55 Nystagmus and other irregular eye movements"	3861	108	"Y"	"378"	"Strabismus and other disorders of binocular eye movements"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H50.0"	"H50.0 Convergent concomitant strabismus"	3817	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.1"	"H50.1 Divergent concomitant strabismus"	3818	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.2"	"H50.2 Vertical strabismus"	3819	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.3"	"H50.3 Intermittent heterotropia"	3820	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.4"	"H50.4 Other and unspecified heterotropia"	3821	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.5"	"H50.5 Heterophoria"	3822	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.6"	"H50.6 Mechanical strabismus"	3823	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H50.9"	"H50.9 Strabismus, unspecified"	3825	3816	"Y"	"378.1"	"Strabismus (not specified as paralytic)"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H55"	"H55 Nystagmus and other irregular eye movements"	3861	108	"Y"	"378.2"	"Nystagmus and other irregular eye movements"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49"	"H49 Paralytic strabismus"	3808	106	"N"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.0"	"H49.0 Third [oculomotor] nerve palsy"	3809	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.1"	"H49.1 Fourth [trochlear] nerve palsy"	3810	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.2"	"H49.2 Sixth [abducent] nerve palsy"	3811	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.3"	"H49.3 Total (external) ophthalmoplegia"	3812	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.4"	"H49.4 Progressive external ophthalmoplegia"	3813	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.8"	"H49.8 Other paralytic strabismus"	3814	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H49.9"	"H49.9 Paralytic strabismus, unspecified"	3815	3808	"Y"	"378.5"	"Paralytic strabismus"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H15"	"H15 Disorders of sclera"	3637	100	"N"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H15.0"	"H15.0 Scleritis"	3638	3637	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H15.1"	"H15.1 Episcleritis"	3639	3637	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H15.8"	"H15.8 Other disorders of sclera"	3640	3637	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H15.9"	"H15.9 Disorder of sclera, unspecified"	3641	3637	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H19.2"	"H19.2 Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere"	3669	3666	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21"	"H21 Other disorders of iris and ciliary body"	3678	100	"N"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.0"	"H21.0 Hyphaema"	3679	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.1"	"H21.1 Other vascular disorders of iris and ciliary body"	3680	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.2"	"H21.2 Degeneration of iris and ciliary body"	3681	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.3"	"H21.3 Cyst of iris, ciliary body and anterior chamber"	3682	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.4"	"H21.4 Pupillary membranes"	3683	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.5"	"H21.5 Other adhesions and disruptions of iris and ciliary body"	3684	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.8"	"H21.8 Other specified disorders of iris and ciliary body"	3685	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H21.9"	"H21.9 Disorder of iris and ciliary body, unspecified"	3686	3678	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H22"	"H22 Disorders of iris and ciliary body in diseases classified elsewhere"	3687	100	"N"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H22.0"	"H22.0 Iridocyclitis in infectious and parasitic diseases classified elsewhere"	3688	3687	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H22.1"	"H22.1 Iridocyclitis in other diseases classified elsewhere"	3689	3687	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H22.8"	"H22.8 Other disorders of iris and ciliary body in diseases classified elsewhere"	3690	3687	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H25.8"	"H25.8 Other senile cataract"	3695	3691	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H27"	"H27 Other disorders of lens"	3705	101	"N"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H27.0"	"H27.0 Aphakia"	3706	3705	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H27.1"	"H27.1 Dislocation of lens"	3707	3705	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H27.8"	"H27.8 Other specified disorders of lens"	3708	3705	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H27.9"	"H27.9 Disorder of lens, unspecified"	3709	3705	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H28.8"	"H28.8 Other disorders of lens in diseases classified elsewhere"	3714	3710	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43"	"H43 Disorders of vitreous body"	3772	104	"N"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.0"	"H43.0 Vitreous prolapse"	3773	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.1"	"H43.1 Vitreous haemorrhage"	3774	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.2"	"H43.2 Crystalline deposits in vitreous body"	3775	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.3"	"H43.3 Other vitreous opacities"	3776	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.8"	"H43.8 Other disorders of vitreous body"	3777	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H43.9"	"H43.9 Disorder of vitreous body, unspecified"	3778	3772	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H45.0"	"H45.0 Vitreous haemorrhage in diseases classified elsewhere"	3791	3790	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H57.0"	"H57.0 Anomalies of pupillary function"	3863	3862	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H57.8"	"H57.8 Other specified disorders of eye and adnexa"	3865	3862	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H57.9"	"H57.9 Disorder of eye and adnexa, unspecified"	3866	3862	"Y"	"379"	"Other disorders of eye"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H15.0"	"H15.0 Scleritis"	3638	3637	"Y"	"379.1"	"Scleritis and episcleritis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H15.1"	"H15.1 Episcleritis"	3639	3637	"Y"	"379.1"	"Scleritis and episcleritis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43"	"H43 Disorders of vitreous body"	3772	104	"N"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.0"	"H43.0 Vitreous prolapse"	3773	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.1"	"H43.1 Vitreous haemorrhage"	3774	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.2"	"H43.2 Crystalline deposits in vitreous body"	3775	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.3"	"H43.3 Other vitreous opacities"	3776	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.8"	"H43.8 Other disorders of vitreous body"	3777	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H43.9"	"H43.9 Disorder of vitreous body, unspecified"	3778	3772	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H45.0"	"H45.0 Vitreous haemorrhage in diseases classified elsewhere"	3791	3790	"Y"	"379.2"	"Disorders of vitreous body"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H25.8"	"H25.8 Other senile cataract"	3695	3691	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H27"	"H27 Other disorders of lens"	3705	101	"N"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H27.0"	"H27.0 Aphakia"	3706	3705	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H27.1"	"H27.1 Dislocation of lens"	3707	3705	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H27.8"	"H27.8 Other specified disorders of lens"	3708	3705	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H27.9"	"H27.9 Disorder of lens, unspecified"	3709	3705	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H28.8"	"H28.8 Other disorders of lens in diseases classified elsewhere"	3714	3710	"Y"	"379.3"	"Aphakia and other disorders of lens"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H57.0"	"H57.0 Anomalies of pupillary function"	3863	3862	"Y"	"379.4"	"Anomalies of pupillary function"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H21"	"H21 Other disorders of iris and ciliary body"	3678	100	"N"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.0"	"H21.0 Hyphaema"	3679	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.1"	"H21.1 Other vascular disorders of iris and ciliary body"	3680	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.2"	"H21.2 Degeneration of iris and ciliary body"	3681	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.3"	"H21.3 Cyst of iris, ciliary body and anterior chamber"	3682	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.4"	"H21.4 Pupillary membranes"	3683	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.5"	"H21.5 Other adhesions and disruptions of iris and ciliary body"	3684	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.8"	"H21.8 Other specified disorders of iris and ciliary body"	3685	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H21.9"	"H21.9 Disorder of iris and ciliary body, unspecified"	3686	3678	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H22"	"H22 Disorders of iris and ciliary body in diseases classified elsewhere"	3687	100	"N"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H22.0"	"H22.0 Iridocyclitis in infectious and parasitic diseases classified elsewhere"	3688	3687	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H22.1"	"H22.1 Iridocyclitis in other diseases classified elsewhere"	3689	3687	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H22.8"	"H22.8 Other disorders of iris and ciliary body in diseases classified elsewhere"	3690	3687	"Y"	"379.5"	"Disorders of iris and ciliary body"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
