"ICD9"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"402.0"	"4020 Hypertensive heart disease, specified as malignant"	3379	3378	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"402.1"	"4021 Hypertensive heart disease, specified as benign"	3380	3378	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"402.9"	"4029 Hypertensive heart disease, not specified as malignant or benign"	3381	3378	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"403"	"403 Hypertensive renal disease"	3382	69	"N"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"403.0"	"4030 Hypertensive renal disease, specified as malignant"	3383	3382	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"403.1"	"4031 Hypertensive renal disease, specified as benign"	3384	3382	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"403.9"	"4039 Hypertensive renal disease, not specified as malignant or benign"	3385	3382	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"404"	"404 Hypertensive heart and renal disease"	3386	69	"N"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"404.0"	"4040 Hypertensive heart and renal disease, specified as malignant"	3387	3386	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"404.1"	"4041 Hypertensive heart and renal disease, specified as benign"	3388	3386	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"404.9"	"4049 Hypertensive heart and renal disease, not specified as malignant or benign"	3389	3386	"Y"	"401.2"	"Hypertensive heart and/or renal disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"402"	"402 Hypertensive heart disease"	3378	69	"N"	"401.21"	"Hypertensive heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"402.0"	"4020 Hypertensive heart disease, specified as malignant"	3379	3378	"Y"	"401.21"	"Hypertensive heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"402.1"	"4021 Hypertensive heart disease, specified as benign"	3380	3378	"Y"	"401.21"	"Hypertensive heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"402.9"	"4029 Hypertensive heart disease, not specified as malignant or benign"	3381	3378	"Y"	"401.21"	"Hypertensive heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"403"	"403 Hypertensive renal disease"	3382	69	"N"	"401.22"	"Hypertensive chronic kidney disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"403.0"	"4030 Hypertensive renal disease, specified as malignant"	3383	3382	"Y"	"401.22"	"Hypertensive chronic kidney disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"403.1"	"4031 Hypertensive renal disease, specified as benign"	3384	3382	"Y"	"401.22"	"Hypertensive chronic kidney disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"403.9"	"4039 Hypertensive renal disease, not specified as malignant or benign"	3385	3382	"Y"	"401.22"	"Hypertensive chronic kidney disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"401.0"	"4010 Essential hypertension, specified as malignant"	3375	3374	"Y"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"405"	"405 Secondary hypertension"	3390	69	"N"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"405.0"	"4050 Secondary hypertension, specified as malignant"	3391	3390	"Y"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"405.1"	"4051 Secondary hypertension, specified as benign"	3392	3390	"Y"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"405.9"	"4059 Secondary hypertension, not specified as malignant or benign"	3393	3390	"Y"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"437.2"	"4372 Hypertensive encephalopathy"	3518	3515	"Y"	"401.3"	"Other hypertensive complications"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"796.2"	"7962 Elevated blood pressure reading without diagnosis of hypertension"	7790	7787	"Y"	"402"	"Elevated blood pressure reading without diagnosis of hypertension"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"410"	"410 Acute myocardial infarction"	3394	70	"N"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"410.9"	"4109 Acute myocardial infarction"	3395	3394	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"411"	"411 Other acute and subacute forms of ischaemic heart disease"	3396	70	"N"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"411.9"	"4119 Other acute and subacute forms of ischaemic heart disease"	3397	3396	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"412"	"412 Old myocardial infarction"	3398	70	"N"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"412.9"	"4129 Old myocardial infarction"	3399	3398	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"413"	"413 Angina pectoris"	3400	70	"N"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"413.9"	"4139 Angina pectoris"	3401	3400	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414"	"414 Other forms of chronic ischaemic heart disease"	3402	70	"N"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414.0"	"4140 Coronary atherosclerosis"	3403	3402	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414.1"	"4141 Aneurysm of heart"	3404	3402	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414.8"	"4148 Other specified forms of chronic ischaemic heart disease"	3405	3402	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414.9"	"4149 Chronic ischaemic heart disease, unspecified"	3406	3402	"Y"	"411"	"Ischemic Heart Disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"410"	"410 Acute myocardial infarction"	3394	70	"N"	"411.2"	"Myocardial infarction"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"410.9"	"4109 Acute myocardial infarction"	3395	3394	"Y"	"411.2"	"Myocardial infarction"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"412"	"412 Old myocardial infarction"	3398	70	"N"	"411.2"	"Myocardial infarction"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"412.9"	"4129 Old myocardial infarction"	3399	3398	"Y"	"411.2"	"Myocardial infarction"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"413"	"413 Angina pectoris"	3400	70	"N"	"411.3"	"Angina pectoris"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"413.9"	"4139 Angina pectoris"	3401	3400	"Y"	"411.3"	"Angina pectoris"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414.0"	"4140 Coronary atherosclerosis"	3403	3402	"Y"	"411.4"	"Coronary atherosclerosis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"414.1"	"4141 Aneurysm of heart"	3404	3402	"Y"	"411.4"	"Coronary atherosclerosis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"414.1"	"4141 Aneurysm of heart"	3404	3402	"Y"	"411.41"	"Aneurysm and dissection of heart"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414"	"414 Other forms of chronic ischaemic heart disease"	3402	70	"N"	"411.8"	"Other chronic ischemic heart disease, unspecified"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414.0"	"4140 Coronary atherosclerosis"	3403	3402	"Y"	"411.8"	"Other chronic ischemic heart disease, unspecified"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414.1"	"4141 Aneurysm of heart"	3404	3402	"Y"	"411.8"	"Other chronic ischemic heart disease, unspecified"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414.8"	"4148 Other specified forms of chronic ischaemic heart disease"	3405	3402	"Y"	"411.8"	"Other chronic ischemic heart disease, unspecified"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"414.9"	"4149 Chronic ischaemic heart disease, unspecified"	3406	3402	"Y"	"411.8"	"Other chronic ischemic heart disease, unspecified"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"429"	"429 Ill-defined descriptions and complications of heart disease"	3478	72	"N"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.0"	"4290 Myocarditis, unspecified"	3479	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.1"	"4291 Myocardial degeneration"	3480	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.2"	"4292 Cardiovascular disease, unspecified"	3481	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.3"	"4293 Cardiomegaly"	3482	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.4"	"4294 Functional disturbances following cardiac surgery"	3483	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.5"	"4295 Rupture of chordae tendinae"	3484	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.6"	"4296 Rupture of papillary muscle"	3485	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.8"	"4298 Other ill-defined descriptions and complications of heart disease"	3486	3478	"N"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.80"	"42980 Acquired atrial septal defect"	3487	3486	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.81"	"42981 Acquired ventricular septal defect"	3488	3486	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.82"	"42982 Post infarction septal defect, not otherwise specified"	3489	3486	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.89"	"42989 Other ill-defined descriptions and complications of heart disease"	3490	3486	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.9"	"4299 Heart disease and complications, unspecified"	3491	3478	"Y"	"414"	"Other forms of chronic heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"429.2"	"4292 Cardiovascular disease, unspecified"	3481	3478	"Y"	"414.2"	"ASCVD"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"415"	"415 Acute pulmonary heart disease"	3407	71	"N"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"415.0"	"4150 Acute cor pulmonale"	3408	3407	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"415.1"	"4151 Pulmonary embolism"	3409	3407	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"416"	"416 Chronic pulmonary heart disease"	3410	71	"N"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"416.0"	"4160 Primary pulmonary hypertension"	3411	3410	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"416.1"	"4161 Kyphoscoliotic heart disease"	3412	3410	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"416.8"	"4168 Other specified chronic pulmonary heart disease"	3413	3410	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"416.9"	"4169 Pulmonary heart disease, unspecified"	3414	3410	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"417"	"417 Other diseases of pulmonary circulation"	3415	71	"N"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"417.0"	"4170 Arteriovenous fistula of pulmonary vessels"	3416	3415	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"417.1"	"4171 Aneurysm of pulmonary artery"	3417	3415	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"417.8"	"4178 Other specified diseases of pulmonary circulation"	3418	3415	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"417.9"	"4179 Diseases of pulmonary circulation, unspecified"	3419	3415	"Y"	"415"	"Pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"415"	"415 Acute pulmonary heart disease"	3407	71	"N"	"415.1"	"Acute pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"415.0"	"4150 Acute cor pulmonale"	3408	3407	"Y"	"415.1"	"Acute pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"415.1"	"4151 Pulmonary embolism"	3409	3407	"Y"	"415.1"	"Acute pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"415.1"	"4151 Pulmonary embolism"	3409	3407	"Y"	"415.11"	"Pulmonary embolism and infarction, acute"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"416"	"416 Chronic pulmonary heart disease"	3410	71	"N"	"415.2"	"Chronic pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"416.0"	"4160 Primary pulmonary hypertension"	3411	3410	"Y"	"415.2"	"Chronic pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"416.1"	"4161 Kyphoscoliotic heart disease"	3412	3410	"Y"	"415.2"	"Chronic pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"416.8"	"4168 Other specified chronic pulmonary heart disease"	3413	3410	"Y"	"415.2"	"Chronic pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"416.9"	"4169 Pulmonary heart disease, unspecified"	3414	3410	"Y"	"415.2"	"Chronic pulmonary heart disease"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"416.0"	"4160 Primary pulmonary hypertension"	3411	3410	"Y"	"415.21"	"Primary pulmonary hypertension"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"429.3"	"4293 Cardiomegaly"	3482	3478	"Y"	"416"	"Cardiomegaly"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"786.5"	"7865 Chest pain"	7685	7679	"Y"	"418"	"Nonspecific chest pain"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"036.4"	"0364 Meningococcal carditis"	684	679	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"074.2"	"0742 Coxsackie carditis"	854	851	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"391.0"	"3910 Acute rheumatic pericarditis"	3345	3344	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"391.1"	"3911 Acute rheumatic endocarditis"	3346	3344	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"391.2"	"3912 Acute rheumatic myocarditis"	3347	3344	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"393"	"393 Chronic rheumatic pericarditis"	3353	68	"N"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"393.9"	"3939 Chronic rheumatic pericarditis"	3354	3353	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"398.0"	"3980 Rheumatic myocarditis"	3372	3371	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420"	"420 Acute pericarditis"	3420	72	"N"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420.0"	"4200 Pericarditis in diseases classified elsewhere"	3421	3420	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420.9"	"4209 Other and unspecified acute pericarditis"	3422	3420	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"421"	"421 Acute and subacute endocarditis"	3423	72	"N"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"421.0"	"4210 Acute and subacute bacterial endocarditis"	3424	3423	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"421.1"	"4211 Acute/subacute infective endocarditis in diseases class. elsewhere"	3425	3423	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"421.9"	"4219 Acute endocarditis, unspecified"	3426	3423	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"422"	"422 Acute myocarditis"	3427	72	"N"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"422.0"	"4220 Acute myocarditis in diseases classified elsewhere"	3428	3427	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"422.9"	"4229 Other and unspecified acute myocarditis"	3429	3427	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423"	"423 Other diseases of pericardium"	3430	72	"N"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423.0"	"4230 Haemopericardium"	3431	3430	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423.1"	"4231 Adhesive pericarditis"	3432	3430	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423.2"	"4232 Constrictive pericarditis"	3433	3430	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423.8"	"4238 Other specified diseases of pericardium"	3434	3430	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423.9"	"4239 Diseases of pericardium, unspecified"	3435	3430	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"424.9"	"4249 Endocarditis, valve unspecified"	3441	3436	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"429.0"	"4290 Myocarditis, unspecified"	3479	3478	"Y"	"420"	"Carditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"391.2"	"3912 Acute rheumatic myocarditis"	3347	3344	"Y"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"398.0"	"3980 Rheumatic myocarditis"	3372	3371	"Y"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"422"	"422 Acute myocarditis"	3427	72	"N"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"422.0"	"4220 Acute myocarditis in diseases classified elsewhere"	3428	3427	"Y"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"422.9"	"4229 Other and unspecified acute myocarditis"	3429	3427	"Y"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"429.0"	"4290 Myocarditis, unspecified"	3479	3478	"Y"	"420.1"	"Myocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"391.0"	"3910 Acute rheumatic pericarditis"	3345	3344	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"393"	"393 Chronic rheumatic pericarditis"	3353	68	"N"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"393.9"	"3939 Chronic rheumatic pericarditis"	3354	3353	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420"	"420 Acute pericarditis"	3420	72	"N"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420.0"	"4200 Pericarditis in diseases classified elsewhere"	3421	3420	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"420.9"	"4209 Other and unspecified acute pericarditis"	3422	3420	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"rolled up PheWAS code"	"Both"	"1"	"0"
"423"	"423 Other diseases of pericardium"	3430	72	"N"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"423.0"	"4230 Haemopericardium"	3431	3430	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"423.1"	"4231 Adhesive pericarditis"	3432	3430	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"423.2"	"4232 Constrictive pericarditis"	3433	3430	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"423.8"	"4238 Other specified diseases of pericardium"	3434	3430	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"423.9"	"4239 Diseases of pericardium, unspecified"	3435	3430	"Y"	"420.2"	"Pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"391.0"	"3910 Acute rheumatic pericarditis"	3345	3344	"Y"	"420.21"	"Acute pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"420"	"420 Acute pericarditis"	3420	72	"N"	"420.21"	"Acute pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"420.0"	"4200 Pericarditis in diseases classified elsewhere"	3421	3420	"Y"	"420.21"	"Acute pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"420.9"	"4209 Other and unspecified acute pericarditis"	3422	3420	"Y"	"420.21"	"Acute pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"393"	"393 Chronic rheumatic pericarditis"	3353	68	"N"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"393.9"	"3939 Chronic rheumatic pericarditis"	3354	3353	"Y"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"423.0"	"4230 Haemopericardium"	3431	3430	"Y"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"423.1"	"4231 Adhesive pericarditis"	3432	3430	"Y"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"423.2"	"4232 Constrictive pericarditis"	3433	3430	"Y"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"423.8"	"4238 Other specified diseases of pericardium"	3434	3430	"Y"	"420.22"	"Chronic pericarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"391.1"	"3911 Acute rheumatic endocarditis"	3346	3344	"Y"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"421"	"421 Acute and subacute endocarditis"	3423	72	"N"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"421.0"	"4210 Acute and subacute bacterial endocarditis"	3424	3423	"Y"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"421.1"	"4211 Acute/subacute infective endocarditis in diseases class. elsewhere"	3425	3423	"Y"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"421.9"	"4219 Acute endocarditis, unspecified"	3426	3423	"Y"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"424.9"	"4249 Endocarditis, valve unspecified"	3441	3436	"Y"	"420.3"	"Endocarditis"	"circulatory system"	"8"	"original"	"Both"	"1"	"1"
"425"	"425 Cardiomyopathy"	3442	72	"N"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.0"	"4250 Endomyocardial fibrosis"	3443	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.1"	"4251 Hypertrophic obstructive cardiomyopathy"	3444	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.2"	"4252 Obscure cardiomyopathy of africa"	3445	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.3"	"4253 Endocardial fibroelastosis"	3446	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.4"	"4254 Other primary cardiomyopathies"	3447	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.5"	"4255 Alcoholic cardiomyopathy"	3448	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.6"	"4256 Cardiomyopathy in chagas's diseases"	3449	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.7"	"4257 Nutritional and metabolic cardiomyopathies"	3450	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.8"	"4258 Cardiomyopathy in other diseases classified elsewhere"	3451	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
"425.9"	"4259 Secondary cardiomyopathy, unspecified"	3452	3442	"Y"	"425"	"Cardiomyopathy"	"circulatory system"	"8"	"original"	"Both"	"1"	"0"
